SHAMUKHANOV Yerkebulan POSITION,SHAMUKHANOV Yerkebulan LAP TIME,SHAMUKHANOV Yerkebulan ELAPSED TIME,Bram STEENAART POSITION,Bram STEENAART LAP TIME,Bram STEENAART ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,GAGNON-LAMARCHE Antoine POSITION,GAGNON-LAMARCHE Antoine LAP TIME,GAGNON-LAMARCHE Antoine ELAPSED TIME,SEO Beomsuk POSITION,SEO Beomsuk LAP TIME,SEO Beomsuk ELAPSED TIME
1,12.91,12.91,3,13.14,13.14,2,12.95,12.95,4,13.21,13.21,5,13.23,13.23
1,9.57,22.48,4,9.74,22.88,2,9.75,22.70,5,9.79,23.00,3,9.57,22.80
1,9.47,31.95,4,9.40,32.28,2,9.45,32.15,5,9.54,32.54,3,9.45,32.25
1,9.20,41.15,4,9.39,41.67,3,9.35,41.50,5,9.37,41.91,2,9.24,41.49
1,8.97,50.12,4,8.92,50.59,2,8.75,50.25,5,8.77,50.68,3,8.88,50.37
1,8.94,59.06,4,8.75,59.34,3,8.95,59.20,5,8.84,59.52,2,8.76,59.13
1,8.76,1:07.82,4,8.91,1:08.25,2,8.63,1:07.83,5,8.98,1:08.50,3,9.07,1:08.20
1,9.07,1:16.89,4,9.02,1:17.27,3,9.33,1:17.16,5,9.04,1:17.54,2,8.94,1:17.14
1,9.73,1:26.622,4,9.59,1:26.864,2,9.53,1:26.699,5,9.48,1:27.027,3,9.59,1:26.733
