LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Jamie SUTTON POSITION,Jamie SUTTON LAP TIME,Jamie SUTTON ELAPSED TIME
1,6.90,6.90,4,7.76,7.76,2,6.98,6.98,3,7.16,7.16,5,7.86,7.86
1,9.05,15.95,5,10.18,17.94,2,9.12,16.10,3,9.04,16.20,4,9.95,17.81
1,8.47,24.42,5,9.60,27.54,3,8.67,24.77,2,8.41,24.61,4,9.35,27.16
1,8.57,32.99,5,9.69,37.23,3,8.77,33.54,2,8.47,33.08,4,9.26,36.42
1,8.75,41.739,5,10.52,47.743,3,9.06,42.597,2,8.72,41.800,4,9.59,46.003
