Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME
1,6.94,6.94,2,7.06,7.06,3,7.21,7.21,4,7.38,7.38
1,9.26,16.20,2,9.22,16.28,3,9.16,16.37,4,9.04,16.42
1,8.54,24.74,2,8.54,24.82,3,8.59,24.96,4,8.66,25.08
1,8.92,33.66,2,8.91,33.73,4,8.95,33.91,3,8.76,33.84
1,9.07,42.730,3,9.08,42.807,4,9.15,43.053,2,8.97,42.802
