PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,WANG Xiran POSITION,WANG Xiran LAP TIME,WANG Xiran ELAPSED TIME,TIKHONOVA Olga POSITION,TIKHONOVA Olga LAP TIME,TIKHONOVA Olga ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,CHARLES Alyson POSITION,CHARLES Alyson LAP TIME,CHARLES Alyson ELAPSED TIME
2,13.25,13.25,3,13.34,13.34,5,13.53,13.53,4,13.44,13.44,1,13.15,13.15
2,10.49,23.74,3,10.51,23.85,5,10.51,24.04,4,10.52,23.96,1,10.49,23.64
2,10.34,34.08,3,10.32,34.17,4,10.22,34.26,5,10.32,34.28,1,10.33,33.97
1,9.70,43.78,3,9.79,43.96,4,9.79,44.05,5,9.90,44.18,2,9.86,43.83
1,9.59,53.37,3,9.60,53.56,4,9.65,53.70,5,9.65,53.83,2,9.66,53.49
1,9.67,1:03.04,3,9.55,1:03.11,4,9.49,1:03.19,5,9.55,1:03.38,2,9.56,1:03.05
2,9.39,1:12.43,3,9.43,1:12.54,4,9.47,1:12.66,5,9.42,1:12.80,1,9.28,1:12.33
2,9.41,1:21.84,3,9.38,1:21.92,4,9.38,1:22.04,5,9.38,1:22.18,1,9.42,1:21.75
0,9.49,1:31.33,3,9.52,1:31.44,4,9.54,1:31.58,5,9.51,1:31.69,0,9.58,1:31.33
