WANG Hong Yang POSITION,WANG Hong Yang LAP TIME,WANG Hong Yang ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
3,7.11,7.11,1,6.76,6.76,4,10.19,10.19,2,6.92,6.92
2,9.08,16.19,1,9.12,15.88,4,9.98,20.17,3,11.22,18.14
3,8.57,24.77,1,8.66,24.55,4,9.38,29.56,2,6.59,24.74
2,8.77,33.54,3,9.03,33.59,4,10.17,39.74,1,8.64,33.39
2,9.08,42.611,1,8.96,42.546,0,,DQ,3,9.41,42.792
