HONG Kyung Hwan POSITION,HONG Kyung Hwan LAP TIME,HONG Kyung Hwan ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Tom RIETZKE POSITION,Tom RIETZKE LAP TIME,Tom RIETZKE ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME
1,7.24,7.24,2,7.36,7.36,4,7.49,7.49,3,7.44,7.44
1,9.11,16.35,2,9.15,16.51,4,9.33,16.82,3,9.25,16.69
1,8.71,25.06,2,8.62,25.13,4,8.70,25.52,3,8.57,25.26
1,8.86,33.92,2,8.95,34.08,3,9.07,34.59,4,32.09,57.35
1,9.10,43.02,2,9.07,43.15,3,9.24,43.812,4,13.89,1:11.214
