Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME
1,6.82,6.82,2,6.96,6.96,3,7.12,7.12,4,7.24,7.24
1,9.10,15.92,3,9.11,16.07,2,8.94,16.06,4,9.05,16.29
1,8.41,24.33,3,8.60,24.67,2,8.56,24.62,4,8.61,24.90
1,8.49,32.82,3,8.56,33.23,2,8.54,33.16,4,8.72,33.62
1,8.77,41.590,3,8.79,42.013,2,8.73,41.890,4,9.02,42.632
