DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,KOLENC Martin POSITION,KOLENC Martin LAP TIME,KOLENC Martin ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,LI Kongchao POSITION,LI Kongchao LAP TIME,LI Kongchao ELAPSED TIME,Maksim SIARHEYU POSITION,Maksim SIARHEYU LAP TIME,Maksim SIARHEYU ELAPSED TIME
2,12.78,12.78,5,13.18,13.18,1,12.70,12.70,3,12.92,12.92,4,13.08,13.08
2,9.82,22.60,5,9.74,22.92,1,9.80,22.50,3,9.77,22.69,4,9.73,22.81
2,9.30,31.90,5,9.32,32.24,1,9.33,31.83,3,9.28,31.97,4,9.34,32.15
3,9.00,40.90,5,9.02,41.26,2,8.97,40.80,1,8.65,40.62,4,8.95,41.10
3,8.74,49.64,5,8.79,50.05,2,8.76,49.56,1,8.86,49.48,4,8.76,49.86
3,9.20,58.84,5,8.95,59.00,2,9.20,58.76,1,9.11,58.59,4,9.05,58.91
3,9.19,1:08.03,5,9.37,1:08.37,1,9.15,1:07.91,2,9.37,1:07.96,4,9.30,1:08.21
1,8.86,1:16.89,5,9.44,1:17.81,2,9.11,1:17.02,3,9.34,1:17.30,4,9.25,1:17.46
1,8.98,1:25.87,5,9.67,1:27.48,2,9.11,1:26.13,3,9.27,1:26.57,4,9.63,1:27.09
