Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,LUI Pan To Barton POSITION,LUI Pan To Barton LAP TIME,LUI Pan To Barton ELAPSED TIME
1,6.75,6.75,2,6.90,6.90,3,7.08,7.08,4,7.33,7.33
1,8.77,15.52,2,8.89,15.79,3,8.87,15.95,4,9.18,16.51
1,8.53,24.05,2,8.54,24.33,3,8.50,24.45,4,8.72,25.23
1,8.70,32.75,3,8.75,33.08,2,8.63,33.08,4,8.89,34.12
1,8.84,41.590,3,8.96,42.035,2,8.86,41.937,4,9.08,43.194
