Fabio CARTA POSITION,Fabio CARTA LAP TIME,Fabio CARTA ELAPSED TIME,Sergei MARTYNOV POSITION,Sergei MARTYNOV LAP TIME,Sergei MARTYNOV ELAPSED TIME,Jarmil HRUZA POSITION,Jarmil HRUZA LAP TIME,Jarmil HRUZA ELAPSED TIME,Sergei KASTOV POSITION,Sergei KASTOV LAP TIME,Sergei KASTOV ELAPSED TIME
1,6.834,6.834,2,7.024,7.024,3,7.310,7.310,4,7.486,7.486
1,8.919,15.753,2,9.284,16.307,3,9.308,16.618,4,9.347,16.833
1,9.016,24.768,2,9.193,25.500,3,9.053,25.670,4,9.217,26.049
1,9.070,33.838,2,9.297,34.797,3,9.271,34.941,4,9.443,35.492
1,9.69,43.523,2,9.57,44.367,3,9.60,44.534,4,9.84,45.327
