Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME
2,7.30,7.30,1,7.11,7.11,4,7.47,7.47,3,7.47,7.47
2,9.31,16.61,1,9.20,16.31,4,9.56,17.03,3,9.42,16.89
2,8.90,25.51,1,8.81,25.12,4,8.82,25.85,3,8.93,25.82
2,9.00,34.51,1,9.01,34.13,4,18.55,44.40,3,8.96,34.78
2,9.21,43.719,1,9.28,43.410,4,14.96,59.360,3,9.19,43.969
