Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME
2,7.394,7.394,1,7.125,7.125,4,7.648,7.648,3,7.476,7.476
2,9.806,17.200,1,9.743,16.867,4,9.869,17.517,3,9.799,17.275
2,9.339,26.539,1,9.342,26.209,4,9.269,26.785,3,9.266,26.541
3,9.357,35.895,1,9.312,35.521,4,9.393,36.177,2,9.238,35.778
3,9.57,45.462,1,9.74,45.259,4,9.50,45.671,2,9.54,45.315
