Jean Charles MATTEI POSITION,Jean Charles MATTEI LAP TIME,Jean Charles MATTEI ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME
3,7.231,7.231,2,6.971,6.971,1,6.932,6.932
3,9.388,16.619,2,9.532,16.502,1,9.458,16.390
3,9.146,25.764,2,9.142,25.644,1,9.067,25.457
3,9.189,34.952,2,9.288,34.931,1,9.327,34.783
3,9.36,44.310,1,9.19,44.113,2,9.41,44.192
