MAZUR Nicole POSITION,MAZUR Nicole LAP TIME,MAZUR Nicole ELAPSED TIME,MATVEEVA Anna POSITION,MATVEEVA Anna LAP TIME,MATVEEVA Anna ELAPSED TIME,Jana DOMBROVSKAYA POSITION,Jana DOMBROVSKAYA LAP TIME,Jana DOMBROVSKAYA ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,7.39,7.39,5,8.13,8.13,4,7.80,7.80,3,7.51,7.51,2,7.49,7.49
1,9.41,16.80,5,9.76,17.89,4,9.86,17.66,2,9.57,17.08,3,9.67,17.16
1,8.88,25.68,3,9.33,27.22,4,9.88,27.54,5,23.48,40.56,2,8.80,25.96
1,9.15,34.83,3,9.39,36.61,4,9.63,37.17,5,18.59,59.15,2,9.00,34.96
0,9.49,44.32,3,9.43,46.049,4,9.92,47.090,5,14.05,1:13.209,0,9.34,44.30
