Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Viktor DIMITROV POSITION,Viktor DIMITROV LAP TIME,Viktor DIMITROV ELAPSED TIME
2,12.460,12.460,1,12.380,12.380,3,12.690,12.690,4,13.210,13.210
2,9.950,22.410,1,10.010,22.400,3,9.880,22.580,4,9.560,22.770
1,9.800,32.210,4,10.240,32.640,2,9.940,32.530,3,9.860,32.640
1,10.040,42.260,3,9.860,42.500,2,9.920,42.450,4,10.050,42.690
1,10.120,52.390,3,10.150,52.660,2,10.120,52.570,4,9.990,52.680
1,9.920,1:02.320,3,9.890,1:02.560,2,9.940,1:02.520,4,9.970,1:02.660
1,9.910,1:12.240,2,9.720,1:12.290,3,9.940,1:12.460,4,10.030,1:12.690
1,9.450,1:21.690,2,9.470,1:21.760,3,9.520,1:21.980,4,10.070,1:22.770
1,9.590,1:31.280,2,9.660,1:31.420,3,9.830,1:31.810,4,10.560,1:33.340
