RI Ji Ryon POSITION,RI Ji Ryon LAP TIME,RI Ji Ryon ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,Miwako YAMAURA POSITION,Miwako YAMAURA LAP TIME,Miwako YAMAURA ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,JACOBS Gina POSITION,JACOBS Gina LAP TIME,JACOBS Gina ELAPSED TIME
5,14.76,14.76,1,14.34,14.34,3,14.57,14.57,2,14.46,14.46,4,14.63,14.63
5,10.99,25.75,1,11.02,25.36,3,10.95,25.52,2,11.02,25.48,4,11.07,25.70
5,10.24,35.99,1,10.21,35.57,2,10.27,35.79,3,10.36,35.84,4,10.19,35.89
5,10.32,46.31,1,10.25,45.82,2,10.13,45.92,3,10.21,46.05,4,10.25,46.14
5,10.05,56.36,2,10.11,55.93,3,10.14,56.06,1,9.87,55.92,4,10.07,56.21
5,9.57,1:05.93,2,9.61,1:05.54,3,9.60,1:05.66,1,9.41,1:05.33,4,9.58,1:05.79
5,9.67,1:15.60,2,9.70,1:15.24,3,9.70,1:15.36,1,9.75,1:15.08,4,9.65,1:15.44
5,9.76,1:25.36,1,9.61,1:24.85,3,9.75,1:25.11,2,9.79,1:24.87,4,9.81,1:25.25
5,9.92,1:35.28,1,9.95,1:34.80,3,9.94,1:35.05,2,10.01,1:34.88,4,9.89,1:35.14
