Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME
3,14.199,14.199,1,13.976,13.976,4,14.224,14.224,2,14.171,14.171
3,11.082,25.280,1,11.054,25.030,2,11.051,25.275,4,11.112,25.283
4,11.130,36.410,1,10.920,35.949,2,10.908,36.183,3,10.917,36.199
3,10.360,46.770,2,10.522,46.471,1,10.215,46.397,4,11.654,47.853
3,10.104,56.873,4,10.690,57.160,1,10.274,56.671,2,8.835,56.688
3,10.321,1:07.193,2,9.686,1:06.846,1,10.135,1:06.805,4,10.539,1:07.226
3,10.206,1:17.398,1,9.972,1:16.817,4,10.999,1:17.804,2,9.673,1:16.899
3,10.270,1:27.667,2,10.768,1:27.584,4,10.437,1:28.240,1,10.037,1:26.935
2,10.33,1:37.990,3,10.98,1:38.561,4,11.46,1:39.697,1,10.75,1:37.679
