KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Victor AN POSITION,Victor AN LAP TIME,Victor AN ELAPSED TIME
1,13.34,13.34,2,13.45,13.45,3,13.48,13.48,4,13.54,13.54
3,10.16,23.50,2,10.02,23.47,1,9.93,23.41,4,10.07,23.61
2,10.46,33.96,4,10.67,34.14,1,10.47,33.88,3,10.43,34.04
2,10.10,44.06,4,10.10,44.24,1,10.09,43.97,3,10.10,44.14
1,9.36,53.42,4,9.57,53.81,2,9.62,53.59,3,9.55,53.69
1,9.13,1:02.55,4,9.19,1:03.00,2,9.18,1:02.77,3,9.11,1:02.80
1,9.07,1:11.62,3,9.04,1:12.04,4,9.40,1:12.17,2,8.86,1:11.66
1,8.93,1:20.55,3,9.14,1:21.18,4,9.62,1:21.79,2,8.95,1:20.61
1,8.93,1:29.48,3,9.57,1:30.75,4,9.91,1:31.70,2,9.02,1:29.63
