SARAULT Courtney Lee POSITION,SARAULT Courtney Lee LAP TIME,SARAULT Courtney Lee ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME
1,7.32,7.32,3,7.50,7.50,4,7.77,7.77,2,7.42,7.42
1,9.25,16.57,3,9.32,16.82,4,9.52,17.29,2,9.34,16.76
1,8.84,25.41,2,8.69,25.51,4,9.11,26.40,3,8.86,25.62
1,8.91,34.32,2,8.88,34.39,4,9.30,35.70,3,8.99,34.61
1,9.22,43.54,2,9.22,43.61,4,9.49,45.19,3,9.23,43.84
