LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Firat YARDIMCI POSITION,Firat YARDIMCI LAP TIME,Firat YARDIMCI ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME
1,6.92,6.92,2,7.02,7.02,3,7.21,7.21,4,7.33,7.33
1,8.95,15.87,2,8.98,16.00,3,8.91,16.12,4,8.91,16.24
1,8.45,24.32,2,8.45,24.45,3,8.38,24.50,4,8.49,24.73
1,8.60,32.92,4,9.16,33.61,2,8.71,33.21,3,8.66,33.39
1,8.95,41.87,4,8.88,42.477,2,8.86,42.07,3,,42.067
