LI Ye POSITION,LI Ye LAP TIME,LI Ye ELAPSED TIME,Bulat VALIULLIN POSITION,Bulat VALIULLIN LAP TIME,Bulat VALIULLIN ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME,Karol BOBOWICZ POSITION,Karol BOBOWICZ LAP TIME,Karol BOBOWICZ ELAPSED TIME
1,14.9486,14.9486,2,15.1322,15.1322,4,15.1418,15.1418,3,15.1326,15.1326
4,10.9460,25.8946,2,10.6093,25.7415,3,10.6759,25.8177,1,10.5788,25.7114
3,10.2295,36.1241,4,10.4908,36.2323,2,10.1527,35.9704,1,10.1481,35.8595
4,9.6232,45.7473,2,9.3010,45.5333,3,9.6550,45.6254,1,9.6208,45.4803
4,9.6209,55.3682,3,9.5507,55.0840,2,9.4152,55.0406,1,9.4151,54.8954
4,8.9704,1:04.3386,3,9.1974,1:04.2814,2,9.2374,1:04.2780,1,9.3820,1:04.2774
3,9.4172,1:13.7558,2,9.4517,1:13.7331,4,9.7427,1:14.0207,1,9.3633,1:13.6407
1,9.1221,1:22.8779,2,9.5286,1:23.2617,4,9.6661,1:23.6868,3,9.6591,1:23.2998
1,9.72,1:32.595,2,9.72,1:32.981,4,10.14,1:33.819,3,10.00,1:33.292
