Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME
1,7.42,7.42,2,7.63,7.63,3,7.76,7.76,4,8.03,8.03
1,9.74,17.16,2,9.64,17.27,3,9.61,17.37,4,9.95,17.98
1,8.92,26.08,2,8.90,26.17,3,8.92,26.29,4,9.50,27.48
1,9.06,35.14,2,9.17,35.34,3,9.17,35.46,4,9.86,37.34
1,9.37,44.504,2,9.26,44.593,3,9.25,44.707,4,10.40,47.733
