Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME
2,7.604,7.604,4,7.751,7.751,1,6.975,6.975,3,7.609,7.609
3,9.929,17.534,4,9.863,17.614,1,9.675,16.650,2,9.912,17.520
3,9.356,26.890,4,10.912,28.526,1,9.274,25.924,2,9.230,26.750
3,9.692,36.581,4,10.146,38.672,1,9.552,35.476,2,9.191,35.941
3,9.954,46.536,4,10.683,49.356,1,9.932,45.408,2,9.578,45.519
