Muhammed Emir HAN POSITION,Muhammed Emir HAN LAP TIME,Muhammed Emir HAN ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,TREACY Ethan POSITION,TREACY Ethan LAP TIME,TREACY Ethan ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME
4,7.25,7.25,1,6.94,6.94,2,7.06,7.06,5,7.32,7.32,3,7.22,7.22
4,9.21,16.46,1,8.94,15.88,2,8.89,15.95,5,9.22,16.54,3,8.81,16.03
4,8.54,25.00,2,8.64,24.52,3,8.70,24.65,5,8.56,25.10,1,8.32,24.35
4,8.58,33.58,2,8.55,33.07,3,8.67,33.32,5,8.65,33.75,1,8.43,32.78
4,8.77,42.355,2,8.69,41.765,3,8.89,42.211,5,23.62,57.378,1,8.52,41.30
