LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Yauheni RYZHOU POSITION,Yauheni RYZHOU LAP TIME,Yauheni RYZHOU ELAPSED TIME
1,6.87,6.87,2,7.03,7.03,3,7.28,7.28,4,7.34,7.34
1,8.94,15.81,2,8.94,15.97,3,8.97,16.25,4,9.10,16.44
1,8.51,24.32,2,8.46,24.43,3,8.45,24.70,4,8.52,24.96
1,8.63,32.95,2,8.62,33.05,3,8.63,33.33,4,8.73,33.69
1,8.96,41.907,2,8.95,41.993,3,8.87,42.198,4,9.09,42.772
