Ondrej SUCHY POSITION,Ondrej SUCHY LAP TIME,Ondrej SUCHY ELAPSED TIME,Andre PULEC POSITION,Andre PULEC LAP TIME,Andre PULEC ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
3,13.10,13.10,4,13.21,13.21,2,12.96,12.96,1,12.87,12.87
4,10.13,23.23,2,9.87,23.08,1,10.01,22.97,3,10.24,23.11
3,9.79,33.02,2,9.83,32.91,1,9.85,32.82,4,10.09,33.20
4,9.87,42.89,3,9.86,42.77,1,9.85,42.67,2,9.55,42.75
4,9.56,52.45,3,9.45,52.22,2,9.27,51.94,1,9.06,51.81
4,11.81,1:04.26,3,9.67,1:01.89,2,9.49,1:01.43,1,9.47,1:01.28
4,10.47,1:14.73,3,10.04,1:11.93,2,9.64,1:11.07,1,9.69,1:10.97
4,10.59,1:25.32,3,10.29,1:22.22,2,9.68,1:20.75,1,9.67,1:20.64
4,11.31,1:36.622,3,10.55,1:32.769,2,10.16,1:30.903,1,10.14,1:30.774
