Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Ekaterina BELOVA POSITION,Ekaterina BELOVA LAP TIME,Ekaterina BELOVA ELAPSED TIME,Cherise WILKINS POSITION,Cherise WILKINS LAP TIME,Cherise WILKINS ELAPSED TIME,KYE Min-Jung POSITION,KYE Min-Jung LAP TIME,KYE Min-Jung ELAPSED TIME
2,7.470,7.470,1,7.260,7.260,3,7.560,7.560,4,13.780,13.780
2,9.630,17.100,1,9.770,17.030,3,9.710,17.270,4,4.220,18.000
2,9.380,26.480,1,9.230,26.260,3,9.340,26.620,4,9.520,27.520
2,9.410,35.900,1,9.590,35.850,3,9.530,36.150,4,9.770,37.290
2,9.810,45.710,1,9.760,45.620,3,9.940,46.090,4,10.210,47.510
