Anna SEIDEL POSITION,Anna SEIDEL LAP TIME,Anna SEIDEL ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME
3,13.17,,2,13.09,13.09,1,13.03,13.03,4,13.26,,5,13.39,13.39
2,10.13,,2,10.21,23.30,1,10.23,23.26,4,10.12,,5,10.05,23.44
5,10.23,,3,10.06,33.36,2,9.97,33.23,3,9.98,,1,9.71,33.15
4,9.90,,3,9.99,43.35,2,10.03,43.26,5,10.08,,1,10.00,43.15
4,9.98,,3,9.96,53.31,2,9.96,53.22,5,9.99,,1,9.98,53.13
4,9.67,,3,9.71,1:03.02,2,9.70,1:02.92,5,9.83,,1,9.70,1:02.83
3,9.43,,4,9.53,1:12.55,2,9.57,1:12.49,5,9.45,,1,9.58,1:12.41
3,9.78,,2,9.63,1:22.18,5,9.97,1:22.46,4,9.72,,1,9.70,1:22.11
5,23.23,,2,10.02,1:32.20,3,10.46,1:32.92,4,10.66,,1,9.99,1:32.10
