CHANG Hui POSITION,CHANG Hui LAP TIME,CHANG Hui ELAPSED TIME,Elisa CONFORTOLA POSITION,Elisa CONFORTOLA LAP TIME,Elisa CONFORTOLA ELAPSED TIME,PARK Yoon Jung POSITION,PARK Yoon Jung LAP TIME,PARK Yoon Jung ELAPSED TIME,LI Jinyu POSITION,LI Jinyu LAP TIME,LI Jinyu ELAPSED TIME,Anja OBRADOVIC POSITION,Anja OBRADOVIC LAP TIME,Anja OBRADOVIC ELAPSED TIME
4,8.14,8.14,1,7.64,7.64,3,7.91,7.91,2,7.79,7.79,5,8.30,8.30
4,10.20,18.34,2,9.87,17.51,3,9.76,17.67,1,9.71,17.50,5,10.29,18.59
4,10.09,28.43,2,9.37,26.88,3,9.27,26.94,1,8.90,26.40,5,10.06,28.65
4,10.18,38.61,3,9.61,36.49,2,9.16,36.10,1,9.07,35.47,5,10.12,38.77
4,10.33,48.94,3,9.80,46.29,2,9.31,45.41,1,9.40,44.87,5,10.32,49.09
