PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME
1,7.40,7.40,2,7.49,7.49,3,7.54,7.54
2,9.87,17.28,3,9.84,17.34,1,9.70,17.24
1,9.32,26.60,2,9.36,26.71,3,9.47,26.72
2,9.52,36.12,3,9.46,36.17,1,9.35,36.07
1,9.69,45.803,3,10.08,46.249,2,9.86,45.928
