SUN Long POSITION,SUN Long LAP TIME,SUN Long ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME,KUCZYNSKI Lukasz POSITION,KUCZYNSKI Lukasz LAP TIME,KUCZYNSKI Lukasz ELAPSED TIME,LAHIMAKHAY Ivan POSITION,LAHIMAKHAY Ivan LAP TIME,LAHIMAKHAY Ivan ELAPSED TIME,KRUZBERGS Karlis POSITION,KRUZBERGS Karlis LAP TIME,KRUZBERGS Karlis ELAPSED TIME
1,6.79,6.79,2,6.87,6.87,3,6.99,6.99,4,7.12,7.12,5,7.35,7.35
1,8.80,15.59,2,8.81,15.68,3,8.91,15.90,4,8.87,15.99,5,9.05,16.40
1,8.45,24.04,2,8.39,24.07,3,8.33,24.23,4,8.46,24.45,5,8.68,25.08
1,8.51,32.55,2,8.55,32.62,3,8.53,32.76,4,8.74,33.19,5,8.86,33.94
1,8.84,41.39,2,8.85,41.47,3,8.78,41.542,4,8.97,42.169,5,9.04,42.986
