PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,NOH Do Hee POSITION,NOH Do Hee LAP TIME,NOH Do Hee ELAPSED TIME,KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Katherine RALSTON POSITION,Katherine RALSTON LAP TIME,Katherine RALSTON ELAPSED TIME
1,7.45,7.45,3,7.90,7.90,2,7.59,7.59,4,8.00,8.00
1,9.57,17.02,3,9.58,17.48,2,9.51,17.10,4,9.65,17.65
1,9.13,26.15,3,8.93,26.41,2,9.11,26.21,4,9.14,26.79
1,9.23,35.38,3,9.14,35.55,2,9.28,35.49,4,9.35,36.14
1,9.33,44.692,2,9.20,44.732,3,9.41,44.878,4,9.71,45.828
