Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Timothy DEWISPELAERE POSITION,Timothy DEWISPELAERE LAP TIME,Timothy DEWISPELAERE ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,6.98,6.98,2,7.12,7.12,3,7.25,7.25,4,7.27,7.27
1,9.40,16.38,2,9.43,16.55,4,9.62,16.87,3,9.46,16.73
1,9.02,25.40,2,9.06,25.61,4,8.97,25.84,3,8.99,25.72
1,9.26,34.66,3,9.22,34.83,4,9.15,34.99,2,9.05,34.77
1,9.44,44.100,4,9.67,44.493,3,9.27,44.255,2,9.44,44.202
