Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,6.79,6.79,2,6.91,6.91,4,7.35,7.35,3,7.05,7.05
1,8.74,15.53,2,8.75,15.66,4,8.97,16.32,3,8.90,15.95
1,8.45,23.98,2,8.43,24.09,4,8.79,25.11,3,8.57,24.52
1,8.53,32.51,2,8.54,32.63,4,8.98,34.09,3,8.94,33.46
1,8.79,41.294,2,8.88,41.504,4,9.10,43.186,3,9.18,42.640
