Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,SCHUBERT Christoph POSITION,SCHUBERT Christoph LAP TIME,SCHUBERT Christoph ELAPSED TIME
1,6.81,6.81,2,6.95,6.95,4,7.12,7.12,3,7.11,7.11,5,7.28,7.28
1,8.89,15.70,2,8.84,15.79,4,8.99,16.11,3,8.85,15.96,5,8.96,16.24
1,8.33,24.03,2,8.34,24.13,4,8.32,24.43,3,8.27,24.23,5,8.52,24.76
1,8.43,32.46,2,8.51,32.64,3,8.39,32.82,5,9.31,33.54,4,8.59,33.35
1,8.56,41.02,2,8.52,41.16,3,8.52,41.34,5,11.06,44.603,4,8.90,42.253
