Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Alexander GERTSIKOV POSITION,Alexander GERTSIKOV LAP TIME,Alexander GERTSIKOV ELAPSED TIME,Shani DAVIS POSITION,Shani DAVIS LAP TIME,Shani DAVIS ELAPSED TIME,Sascha LAUBER POSITION,Sascha LAUBER LAP TIME,Sascha LAUBER ELAPSED TIME
2,14.711,14.711,4,14.996,14.996,1,14.696,14.696,3,14.812,14.812
3,11.402,26.112,1,10.823,25.819,2,11.334,26.029,4,11.452,26.263
3,10.565,36.677,1,10.603,36.422,2,10.569,36.598,4,10.427,36.689
3,9.971,46.647,1,10.060,46.482,2,9.915,46.512,4,10.121,46.810
3,9.660,56.307,1,9.645,56.126,2,9.632,56.143,4,9.522,56.332
3,9.336,1:05.643,1,9.276,1:05.401,2,9.303,1:05.446,4,9.527,1:05.859
3,9.032,1:14.675,1,9.086,1:14.487,2,9.181,1:14.627,4,9.178,1:15.037
3,9.371,1:24.045,1,9.184,1:23.671,2,9.389,1:24.015,4,9.577,1:24.613
3,9.54,1:33.583,1,9.73,1:33.400,2,9.52,1:33.527,4,10.95,1:35.560
