Thomas de WITTE POSITION,Thomas de WITTE LAP TIME,Thomas de WITTE ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Derek GRAY POSITION,Derek GRAY LAP TIME,Derek GRAY ELAPSED TIME,Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Andrey SMETANIN POSITION,Andrey SMETANIN LAP TIME,Andrey SMETANIN ELAPSED TIME
3,14.355,14.355,5,14.493,14.493,2,14.201,14.201,1,13.981,13.981,4,14.442,14.442
4,10.363,24.718,3,10.142,24.634,2,10.352,24.553,1,10.365,24.345,5,10.293,24.734
5,10.592,35.309,3,10.652,35.285,2,10.649,35.201,1,10.673,35.018,4,10.561,35.295
4,10.618,45.927,3,10.602,45.887,2,10.648,45.849,1,10.637,45.655,5,10.714,46.009
5,11.085,57.012,3,10.832,56.719,1,10.731,56.580,2,11.008,56.662,4,10.845,56.854
3,9.859,1:06.870,2,10.038,1:06.756,1,10.116,1:06.696,5,10.914,1:07.576,4,10.115,1:06.968
2,9.602,1:16.472,1,9.498,1:16.253,3,9.782,1:16.477,5,11.174,1:18.749,4,9.826,1:16.794
2,9.433,1:25.904,1,9.482,1:25.735,3,10.092,1:26.569,5,11.701,1:30.450,4,10.216,1:27.009
2,9.87,1:35.771,3,10.87,1:36.601,1,8.84,1:35.400,4,7.06,1:37.507,5,15.31,1:42.317
