START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,START_POS_8 POSITION,START_POS_8 LAP TIME,START_POS_8 ELAPSED TIME,season,competition,event,gender,round,race
5,9.72,9.72,7,10.03,10.03,6,9.93,9.93,2,9.47,9.47,4,9.51,9.51,1,9.43,9.43,3,9.49,9.49,8,10.15,10.15,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
5,11.85,21.57,7,11.71,21.74,6,11.73,21.66,3,11.87,21.34,4,11.94,21.45,1,11.88,21.31,1,11.82,21.31,8,11.66,21.81,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
4,10.25,31.82,5,10.12,31.86,6,10.28,31.94,1,10.00,31.34,2,10.07,31.52,3,10.39,31.70,,,,7,10.22,32.03,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
6,10.18,42.00,2,9.88,41.74,7,10.28,42.22,1,10.32,41.66,3,10.23,41.75,5,10.29,41.99,4,,41.86,8,10.29,42.32,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
3,9.85,51.85,2,10.07,51.81,8,10.10,52.32,1,10.02,51.68,4,10.20,51.95,5,10.04,52.03,6,10.34,52.20,7,9.90,52.22,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
2,10.03,1:01.88,3,10.18,1:01.99,8,10.28,1:02.60,1,10.08,1:01.76,4,10.17,1:02.12,7,10.42,1:02.45,6,10.15,1:02.35,5,9.99,1:02.21,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
1,10.02,1:11.90,4,10.07,1:12.06,8,9.86,1:12.46,2,10.18,1:11.94,5,9.98,1:12.10,3,9.52,1:11.97,7,9.93,1:12.28,6,10.01,1:12.22,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
2,9.54,1:21.44,3,9.46,1:21.52,7,9.53,1:21.99,4,9.73,1:21.67,5,9.59,1:21.69,1,9.29,1:21.26,7,9.71,1:21.99,6,9.64,1:21.86,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
2,10.01,1:31.45,3,10.02,1:31.54,7,9.86,1:31.85,4,9.99,1:31.66,5,10.05,1:31.74,1,10.09,1:31.35,8,10.07,1:32.06,6,9.95,1:31.81,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
2,9.85,1:41.30,3,9.87,1:41.41,4,9.63,1:41.48,4,9.82,1:41.48,6,9.83,1:41.57,1,9.89,1:41.24,8,10.07,1:42.13,7,9.94,1:41.75,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
2,9.33,1:50.63,3,9.42,1:50.83,7,9.76,1:51.24,4,9.46,1:50.94,5,9.55,1:51.12,1,9.38,1:50.62,8,10.16,1:52.29,6,9.47,1:51.22,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
1,9.22,1:59.85,3,9.30,2:00.13,7,9.40,2:00.64,4,9.22,2:00.16,6,9.32,2:00.44,2,9.40,2:00.02,8,10.97,2:03.26,5,9.00,2:00.22,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
1,9.26,2:09.11,4,9.38,2:09.51,7,9.36,2:10.00,4,9.35,2:09.51,6,9.38,2:09.82,2,9.18,2:09.20,8,11.77,2:15.03,3,9.07,2:09.29,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
1,9.44,2:18.55,4,9.58,2:19.09,5,9.48,2:19.48,3,9.32,2:18.83,6,9.83,2:19.65,2,9.37,2:18.57,7,12.26,2:27.29,8,9.38,2:18.67,2015-2016,ISU World Cup 2015/16 - Montreal (CAN),1500m,m,Heats,2
