DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,DANDJINOU William POSITION,DANDJINOU William LAP TIME,DANDJINOU William ELAPSED TIME,SONG Jia Hua POSITION,SONG Jia Hua LAP TIME,SONG Jia Hua ELAPSED TIME
1,6.89,6.89,2,6.98,6.98,3,7.07,7.07,4,7.28,7.28,5,7.49,7.49
1,9.04,15.93,2,9.05,16.03,3,9.09,16.16,4,9.01,16.29,5,8.94,16.43
1,8.32,24.25,2,8.31,24.34,3,8.29,24.45,4,8.34,24.63,5,8.36,24.79
1,8.39,32.64,2,8.34,32.68,2,8.23,32.68,4,8.37,33.00,5,8.33,33.12
1,8.55,41.19,3,8.74,41.42,2,8.59,41.27,5,8.68,41.689,4,8.52,41.64
