Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,KIM Hyun-Kon POSITION,KIM Hyun-Kon LAP TIME,KIM Hyun-Kon ELAPSED TIME,Steve ROBILLARD POSITION,Steve ROBILLARD LAP TIME,Steve ROBILLARD ELAPSED TIME,Guillaume MATHIEU POSITION,Guillaume MATHIEU LAP TIME,Guillaume MATHIEU ELAPSED TIME
3,12.669,12.669,2,12.457,12.457,4,12.709,12.709,1,12.310,12.310
3,9.319,21.988,1,9.170,21.626,4,9.342,22.051,2,9.427,21.737
3,9.399,31.386,1,9.172,30.798,4,9.385,31.436,2,9.186,30.922
3,9.037,40.423,1,9.393,40.191,4,9.148,40.583,2,9.334,40.256
4,9.267,49.690,1,9.260,49.451,3,9.051,49.634,2,9.353,49.608
2,9.197,58.887,1,9.178,58.628,4,9.302,58.935,3,9.318,58.926
3,9.248,1:08.134,1,9.261,1:07.888,4,9.269,1:08.204,2,9.080,1:08.006
4,9.207,1:17.341,1,9.319,1:17.207,3,9.105,1:17.309,2,9.243,1:17.248
0,,DQ,1,9.32,1:26.524,2,9.33,1:26.633,3,9.97,1:27.215
