Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME,WANG Pengyu POSITION,WANG Pengyu LAP TIME,WANG Pengyu ELAPSED TIME,TIBORCZ Daniel POSITION,TIBORCZ Daniel LAP TIME,TIBORCZ Daniel ELAPSED TIME,Jan POSAVEC POSITION,Jan POSAVEC LAP TIME,Jan POSAVEC ELAPSED TIME,PARK Noh Won POSITION,PARK Noh Won LAP TIME,PARK Noh Won ELAPSED TIME
4,14.30,14.30,2,14.18,14.18,3,14.27,14.27,5,14.62,14.62,1,14.06,14.06
4,10.79,25.09,2,10.81,24.99,3,10.77,25.04,5,10.85,25.47,1,10.80,24.86
4,10.05,35.14,3,9.86,34.85,1,9.45,34.49,5,10.53,36.00,2,9.89,34.75
4,9.39,44.53,3,9.51,44.36,1,9.62,44.11,5,10.51,46.51,2,9.51,44.26
4,9.67,54.20,2,9.49,53.85,1,9.64,53.75,5,10.83,57.34,3,9.71,53.97
4,9.48,1:03.68,1,9.26,1:03.11,2,9.58,1:03.33,5,10.97,1:08.31,3,9.40,1:03.37
4,9.37,1:13.05,1,9.16,1:12.27,3,9.39,1:12.72,5,11.07,1:19.38,2,9.03,1:12.40
4,9.38,1:22.43,1,9.11,1:21.38,3,9.69,1:22.41,5,12.40,1:31.78,2,9.01,1:21.41
3,9.76,1:32.19,2,9.10,1:30.48,4,10.23,1:32.64,5,12.06,1:43.84,1,9.04,1:30.45
