LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,MIGUNOV Dmitry POSITION,MIGUNOV Dmitry LAP TIME,MIGUNOV Dmitry ELAPSED TIME,DUBOIS Steven POSITION,DUBOIS Steven LAP TIME,DUBOIS Steven ELAPSED TIME,BLAIS Cedrik POSITION,BLAIS Cedrik LAP TIME,BLAIS Cedrik ELAPSED TIME,Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME
1,6.77,6.77,2,6.87,6.87,3,6.94,6.94,4,7.12,7.12,5,7.15,7.15
1,8.76,15.53,2,8.73,15.60,3,8.73,15.67,4,8.63,15.75,5,8.87,16.02
1,8.28,23.81,2,8.28,23.88,4,8.33,24.00,3,8.19,23.94,5,8.10,24.12
1,8.32,32.13,3,8.36,32.24,4,8.37,32.37,2,8.28,32.22,5,8.36,32.48
1,8.35,40.48,4,8.51,40.75,3,8.30,40.67,2,8.32,40.54,5,8.37,40.859
