Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Anthony LOBELLO POSITION,Anthony LOBELLO LAP TIME,Anthony LOBELLO ELAPSED TIME,Pieter GYSEL POSITION,Pieter GYSEL LAP TIME,Pieter GYSEL ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME
1,12.72,12.72,3,12.86,12.86,2,12.73,12.73,4,12.98,12.98
1,9.52,22.24,3,9.66,22.52,2,9.73,22.46,4,9.59,22.57
1,9.53,31.77,3,9.36,31.88,2,9.33,31.79,4,9.44,32.01
1,8.76,40.53,2,8.97,40.85,3,9.19,40.98,4,9.10,41.11
1,9.30,49.83,2,8.99,49.84,3,8.97,49.95,4,8.97,50.08
1,9.13,58.96,2,9.24,59.08,3,9.13,59.08,4,9.12,59.20
1,9.03,1:07.99,3,9.13,1:08.21,2,9.07,1:08.15,4,9.10,1:08.30
2,9.02,1:17.01,1,8.71,1:16.92,4,9.04,1:17.19,3,8.81,1:17.11
2,9.21,1:26.214,1,9.25,1:26.161,4,9.37,1:26.559,3,9.12,1:26.225
