MARTINIC Ivan POSITION,MARTINIC Ivan LAP TIME,MARTINIC Ivan ELAPSED TIME,MIYATA Shogo POSITION,MIYATA Shogo LAP TIME,MIYATA Shogo ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME,HWANG Dae Heon POSITION,HWANG Dae Heon LAP TIME,HWANG Dae Heon ELAPSED TIME,KHALIL Khairil Ridhwan POSITION,KHALIL Khairil Ridhwan LAP TIME,KHALIL Khairil Ridhwan ELAPSED TIME
3,7.04,7.04,2,7.00,7.00,4,7.23,7.23,1,6.73,6.73,5,7.71,7.71
4,9.26,16.30,2,8.95,15.95,3,8.90,16.13,1,8.66,15.39,5,9.49,17.20
4,8.76,25.06,2,8.50,24.45,3,8.46,24.59,1,8.31,23.70,5,9.12,26.32
4,8.84,33.90,2,8.57,33.02,3,8.51,33.10,1,8.40,32.10,5,9.25,35.57
4,9.13,43.036,3,8.72,41.745,2,8.63,41.734,1,8.56,40.66,5,9.67,45.241
