Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,Jessica HEWITT POSITION,Jessica HEWITT LAP TIME,Jessica HEWITT ELAPSED TIME
3,13.71,13.71,2,13.61,13.61,4,13.88,13.88,1,13.44,13.44
3,10.30,24.01,2,10.30,23.91,4,10.28,24.16,1,10.36,23.80
3,10.22,34.23,2,10.22,34.13,4,10.18,34.34,1,10.23,34.03
3,10.27,44.50,2,10.20,44.33,4,10.32,44.66,1,10.19,44.22
3,9.92,54.42,2,9.98,54.31,4,9.95,54.61,1,10.01,54.23
3,9.91,1:04.33,2,9.94,1:04.25,4,9.87,1:04.48,1,9.93,1:04.16
3,9.93,1:14.26,2,9.80,1:14.05,4,10.10,1:14.58,1,9.86,1:14.02
3,10.00,1:24.26,1,9.61,1:23.66,4,10.34,1:24.92,2,9.78,1:23.80
3,10.68,1:34.932,1,9.94,1:33.598,4,10.73,1:35.647,2,9.94,1:33.738
