Tina GRASSOW POSITION,Tina GRASSOW LAP TIME,Tina GRASSOW ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,SHIN Sae-Bom POSITION,SHIN Sae-Bom LAP TIME,SHIN Sae-Bom ELAPSED TIME,Sarah LINDSAY POSITION,Sarah LINDSAY LAP TIME,Sarah LINDSAY ELAPSED TIME
2,7.583,7.583,1,7.239,7.239,4,7.715,7.715,3,7.684,7.684
4,18.057,25.640,1,9.703,16.942,3,9.642,17.357,2,9.606,17.290
4,12.585,38.225,1,9.329,26.271,3,9.315,26.672,2,9.342,26.632
4,13.014,51.239,1,9.364,35.635,2,9.269,35.941,3,10.217,36.849
4,12.087,1:03.326,1,9.432,45.067,2,9.620,45.561,3,10.172,47.021
