Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,VIVIANI Elena POSITION,VIVIANI Elena LAP TIME,VIVIANI Elena ELAPSED TIME
1,7.18,7.18,2,7.36,7.36,3,7.50,7.50,4,7.69,7.69
1,9.42,16.60,2,9.56,16.92,3,9.52,17.02,4,9.58,17.27
1,9.00,25.60,2,9.18,26.10,3,9.20,26.22,4,9.35,26.62
1,9.15,34.75,2,9.16,35.26,3,9.16,35.38,4,9.51,36.13
1,9.58,44.321,2,9.42,44.676,3,9.42,44.797,4,10.10,46.227
