TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Jennifer PICKERING POSITION,Jennifer PICKERING LAP TIME,Jennifer PICKERING ELAPSED TIME,Lexi BURKHOLDER POSITION,Lexi BURKHOLDER LAP TIME,Lexi BURKHOLDER ELAPSED TIME,Monika GRZADKOWSKA POSITION,Monika GRZADKOWSKA LAP TIME,Monika GRZADKOWSKA ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME
1,14.15,14.15,2,14.26,14.26,3,14.36,14.36,5,14.52,14.52,4,14.43,14.43
1,10.41,24.56,3,10.50,24.76,4,10.44,24.80,5,10.37,24.89,2,10.25,24.68
1,9.80,34.36,3,9.84,34.60,4,9.97,34.77,5,9.97,34.86,2,9.79,34.47
1,9.76,44.12,3,9.69,44.29,4,9.64,44.41,5,9.64,44.50,2,9.74,44.21
1,9.73,53.85,3,9.76,54.05,4,9.74,54.15,5,9.79,54.29,2,9.76,53.97
1,9.90,1:03.75,3,9.90,1:03.95,4,9.91,1:04.06,5,9.86,1:04.15,2,9.87,1:03.84
1,10.20,1:13.95,3,10.24,1:14.19,4,10.15,1:14.21,5,10.16,1:14.31,2,10.24,1:14.08
1,10.43,1:24.38,3,10.45,1:24.64,4,10.48,1:24.69,5,10.51,1:24.82,2,10.47,1:24.55
1,10.84,1:35.22,4,10.83,1:35.449,3,10.69,1:35.38,5,10.74,1:35.544,2,10.77,1:35.32
