LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Alix-Myra ANDERSON POSITION,Alix-Myra ANDERSON LAP TIME,Alix-Myra ANDERSON ELAPSED TIME,CHO Ha-Ri POSITION,CHO Ha-Ri LAP TIME,CHO Ha-Ri ELAPSED TIME
1,13.81,13.81,3,13.98,13.98,2,13.90,13.90,5,14.19,14.19,4,14.09,14.09
1,11.08,24.89,3,11.14,25.12,2,11.10,25.00,5,11.10,25.29,4,11.12,25.21
1,10.74,35.63,3,10.76,35.88,2,10.74,35.74,5,10.83,36.12,4,10.78,35.99
1,10.03,45.66,3,10.00,45.88,2,10.03,45.77,5,9.96,46.08,4,9.98,45.97
1,10.09,55.75,3,10.06,55.94,2,10.06,55.83,5,10.08,56.16,4,10.07,56.04
1,10.14,1:05.89,3,10.19,1:06.13,2,10.17,1:06.00,5,10.25,1:06.41,4,10.25,1:06.29
1,9.91,1:15.80,4,9.84,1:15.97,2,9.90,1:15.90,5,10.01,1:16.42,3,9.68,1:15.97
2,9.60,1:25.40,4,9.76,1:25.73,3,9.67,1:25.57,5,10.18,1:26.60,1,9.20,1:25.17
2,9.51,1:34.904,4,9.59,1:35.311,3,9.59,1:35.151,5,10.85,1:37.445,1,9.48,1:34.648
