Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Aida BELLA POSITION,Aida BELLA LAP TIME,Aida BELLA ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
1,13.30,13.30,2,13.43,13.43,4,13.68,13.68,3,13.60,13.60
1,11.18,24.48,2,11.19,24.62,4,11.18,24.86,3,11.15,24.75
1,11.39,35.87,2,11.33,35.95,4,11.22,36.08,3,11.31,36.06
1,10.89,46.76,2,10.86,46.81,4,11.02,47.10,3,10.93,46.99
1,10.06,56.82,2,10.10,56.91,4,10.04,57.14,3,10.03,57.02
1,9.81,1:06.63,2,9.82,1:06.73,4,9.76,1:06.90,3,9.81,1:06.83
1,9.68,1:16.31,2,9.70,1:16.43,4,9.74,1:16.64,3,9.71,1:16.54
1,9.74,1:26.05,3,9.72,1:26.15,4,10.13,1:26.77,2,9.58,1:26.12
1,10.07,1:36.118,2,10.76,1:36.909,3,10.44,1:37.205,0,,DQ
