PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME,ZHANG Chutong POSITION,ZHANG Chutong LAP TIME,ZHANG Chutong ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME
5,7.96,7.96,1,7.37,7.37,2,7.50,7.50,3,7.71,,4,7.75,7.75
5,30.03,37.99,1,9.49,16.86,2,9.48,16.98,4,9.52,,3,9.35,17.10
5,12.82,50.81,1,8.94,25.80,2,8.93,25.91,3,8.78,,4,9.04,26.14
5,11.09,1:01.90,1,9.07,34.87,3,9.39,35.30,2,9.18,,4,18.46,44.60
5,10.65,1:12.55,1,9.32,44.19,3,9.57,44.87,2,9.56,,4,16.45,1:01.05
