JEON Ji-Soo POSITION,JEON Ji-Soo LAP TIME,JEON Ji-Soo ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME,Patrycja MALISZEWSKA POSITION,Patrycja MALISZEWSKA LAP TIME,Patrycja MALISZEWSKA ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
1,7.11,7.11,4,7.68,7.68,2,7.25,7.25,3,7.52,7.52
1,9.32,16.43,4,9.86,17.54,2,9.33,16.58,3,9.52,17.04
1,8.98,25.41,4,9.25,26.79,2,8.91,25.49,3,9.03,26.07
1,9.20,34.61,4,9.37,36.16,2,9.19,34.68,3,9.12,35.19
1,9.56,44.164,4,9.82,45.976,2,9.56,44.232,3,9.35,44.532
