KIM Ye Jin POSITION,KIM Ye Jin LAP TIME,KIM Ye Jin ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,Michaela KUNCIROVA POSITION,Michaela KUNCIROVA LAP TIME,Michaela KUNCIROVA ELAPSED TIME,KIM Ji Yoo POSITION,KIM Ji Yoo LAP TIME,KIM Ji Yoo ELAPSED TIME
1,7.42,7.42,2,7.53,7.53,3,7.66,7.66,4,7.80,7.80
1,9.57,16.99,2,9.58,17.11,3,9.49,17.15,4,9.48,17.28
1,8.94,25.93,3,9.12,26.23,2,8.92,26.07,3,8.95,26.23
1,9.01,34.94,4,9.11,35.34,2,9.00,35.07,3,8.94,35.17
1,9.20,44.14,4,9.09,44.432,2,9.14,44.214,3,9.11,44.282
