Billy SIMMS POSITION,Billy SIMMS LAP TIME,Billy SIMMS ELAPSED TIME,Hannes KROEGER POSITION,Hannes KROEGER LAP TIME,Hannes KROEGER ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME
3,14.35,14.35,1,14.07,14.07,4,14.49,14.49,2,14.23,14.23
1,10.25,24.60,2,10.62,24.69,4,10.51,25.00,3,10.54,24.77
1,10.32,34.92,2,10.32,35.01,4,10.25,35.25,3,10.33,35.10
1,10.11,45.03,2,10.13,45.14,4,10.09,45.34,3,10.12,45.22
1,9.83,54.86,2,9.83,54.97,4,9.85,55.19,3,9.83,55.05
1,9.32,1:04.18,2,9.32,1:04.29,4,9.27,1:04.46,3,9.26,1:04.31
4,9.88,1:14.06,3,9.34,1:13.63,2,8.97,1:13.43,1,8.78,1:13.09
4,9.68,1:23.74,3,9.10,1:22.73,2,8.81,1:22.24,1,8.76,1:21.85
0,,PEN,3,9.25,1:31.981,2,8.92,1:31.153,1,9.04,1:30.883
