Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,Mathias VOSTE POSITION,Mathias VOSTE LAP TIME,Mathias VOSTE ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Dmytro POLTAVETS POSITION,Dmytro POLTAVETS LAP TIME,Dmytro POLTAVETS ELAPSED TIME
1,6.82,6.82,2,6.93,6.93,3,7.14,7.14,4,7.34,7.34
1,8.83,15.65,2,8.87,15.80,3,8.97,16.11,4,8.96,16.30
1,8.33,23.98,2,8.52,24.32,3,8.57,24.68,4,8.52,24.82
1,8.48,32.46,2,8.58,32.90,3,8.68,33.36,4,8.57,33.39
1,8.82,41.274,2,8.83,41.729,3,9.11,42.462,4,9.89,43.280
