KIM Chae Hyun POSITION,KIM Chae Hyun LAP TIME,KIM Chae Hyun ELAPSED TIME,LI Xuan POSITION,LI Xuan LAP TIME,LI Xuan ELAPSED TIME,Sofya BOYTSOVA POSITION,Sofya BOYTSOVA LAP TIME,Sofya BOYTSOVA ELAPSED TIME,Anna JANSONE POSITION,Anna JANSONE LAP TIME,Anna JANSONE ELAPSED TIME,Dione Shu Yen TAN POSITION,Dione Shu Yen TAN LAP TIME,Dione Shu Yen TAN ELAPSED TIME
3,14.64,14.64,1,14.33,14.33,2,14.46,14.46,5,15.01,15.01,4,14.82,14.82
3,10.71,25.35,1,10.73,25.06,2,10.71,25.17,5,10.51,25.52,4,10.63,25.45
3,10.38,35.73,1,10.39,35.45,2,10.40,35.57,5,10.56,36.08,4,10.46,35.91
3,9.82,45.55,1,9.89,45.34,2,9.86,45.43,5,10.01,46.09,4,10.00,45.91
3,9.69,55.24,1,9.70,55.04,2,9.69,55.12,5,9.94,56.03,4,10.01,55.92
3,9.72,1:04.96,1,9.70,1:04.74,2,9.72,1:04.84,4,10.12,1:06.15,5,10.36,1:06.28
3,9.54,1:14.50,1,9.56,1:14.30,2,9.56,1:14.40,4,10.47,1:16.62,5,10.55,1:16.83
3,9.60,1:24.10,1,9.59,1:23.89,2,9.66,1:24.06,4,10.87,1:27.49,5,11.13,1:27.96
1,9.59,1:33.69,2,9.83,1:33.72,3,10.22,1:34.28,4,11.21,1:38.70,5,11.99,1:39.95
