Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Torsten KROEGER POSITION,Torsten KROEGER LAP TIME,Torsten KROEGER ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME
3,13.38,13.38,2,13.30,13.30,1,13.14,13.14
3,10.24,23.62,2,10.15,23.45,1,10.29,23.43
3,9.93,33.55,1,9.93,33.38,2,10.03,33.46
3,10.32,43.87,1,10.32,43.70,2,10.31,43.77
3,10.16,54.03,2,10.24,53.94,1,10.07,53.84
3,9.67,1:03.70,2,9.66,1:03.60,1,9.66,1:03.50
3,9.29,1:12.99,2,9.34,1:12.94,1,9.36,1:12.86
2,9.23,1:22.22,3,9.33,1:22.27,1,9.31,1:22.17
1,9.35,1:31.566,2,9.66,1:31.927,3,9.87,1:32.038
