Ansis ROBS POSITION,Ansis ROBS LAP TIME,Ansis ROBS ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME
3,6.97,6.97,2,6.97,6.97,1,6.69,6.69,4,7.10,7.10
3,9.09,16.06,2,8.96,15.93,1,9.00,15.69,4,9.04,16.14
4,8.89,24.95,2,8.50,24.43,1,8.55,24.24,3,8.57,24.71
4,8.87,33.82,2,8.76,33.19,1,8.76,33.00,3,8.80,33.51
4,9.83,43.648,2,8.89,42.079,1,9.07,42.061,3,9.12,42.627
