Sergey PRANKEVICH POSITION,Sergey PRANKEVICH LAP TIME,Sergey PRANKEVICH ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME
1,12.577,12.577,2,12.792,12.792
1,9.330,21.907,2,9.293,22.085
1,9.255,31.162,2,9.230,31.314
1,9.246,40.407,2,9.263,40.577
1,9.274,49.681,2,9.317,49.895
1,9.497,59.178,2,9.451,59.346
1,9.643,1:08.821,2,9.629,1:08.975
1,9.572,1:18.393,2,9.515,1:18.490
2,9.803,1:28.196,1,9.610,1:28.100
