Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Benoit ANTERIEUX POSITION,Benoit ANTERIEUX LAP TIME,Benoit ANTERIEUX ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Blake SKJELLERUP POSITION,Blake SKJELLERUP LAP TIME,Blake SKJELLERUP ELAPSED TIME
2,7.120,7.120,1,6.920,6.920,3,7.290,7.290,4,7.310,7.310
2,9.460,16.580,1,9.280,16.200,3,9.650,16.940,4,9.710,17.020
2,8.940,25.520,1,8.990,25.200,3,8.800,25.740,4,9.320,26.340
2,8.900,34.430,1,9.010,34.210,3,9.040,34.790,4,9.590,35.940
1,9.350,43.780,2,9.800,44.020,3,9.490,44.280,4,10.390,46.330
