JIA Haidong POSITION,JIA Haidong LAP TIME,JIA Haidong ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME,FERCOQ Quentin POSITION,FERCOQ Quentin LAP TIME,FERCOQ Quentin ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Teppei KIKUCHI POSITION,Teppei KIKUCHI LAP TIME,Teppei KIKUCHI ELAPSED TIME
2,12.82,12.82,3,12.96,12.96,1,12.73,12.73,5,13.12,13.12,4,12.98,12.98
3,9.66,22.48,5,9.72,22.68,3,9.75,22.48,2,9.26,22.38,1,9.33,22.31
3,9.33,31.81,5,9.34,32.02,4,9.42,31.90,1,9.25,31.63,2,9.39,31.70
2,9.37,41.18,5,9.44,41.46,3,9.37,41.27,1,9.46,41.09,4,9.64,41.34
2,9.28,50.46,5,9.26,50.72,3,9.25,50.52,1,9.28,50.37,4,9.20,50.54
2,9.19,59.65,5,9.24,59.96,4,9.35,59.87,1,9.16,59.53,3,9.23,59.77
2,9.00,1:08.65,5,9.08,1:09.04,4,8.98,1:08.85,1,9.05,1:08.58,3,8.97,1:08.74
2,8.88,1:17.53,5,8.93,1:17.97,4,8.92,1:17.77,1,8.84,1:17.42,3,8.88,1:17.62
2,8.89,1:26.42,5,9.10,1:27.07,4,9.11,1:26.88,1,8.92,1:26.34,3,8.88,1:26.50
