Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Roberto SERRA POSITION,Roberto SERRA LAP TIME,Roberto SERRA ELAPSED TIME,Zsolt Istvan PATAKI POSITION,Zsolt Istvan PATAKI LAP TIME,Zsolt Istvan PATAKI ELAPSED TIME
1,12.150,12.150,4,12.390,12.390,2,12.250,12.250,3,12.380,12.380
1,9.530,21.680,2,9.310,21.710,3,9.510,21.770,4,9.450,21.830
2,9.350,31.030,3,9.370,31.090,4,9.390,31.170,1,9.170,31.000
2,9.420,40.460,1,9.350,40.440,3,9.460,40.630,4,9.760,40.770
3,9.690,50.160,1,9.290,49.730,2,9.330,49.960,4,9.520,50.300
2,9.520,59.680,1,9.370,59.110,3,9.760,59.720,4,10.290,1:00.590
2,9.360,1:09.050,1,9.640,1:08.750,3,9.910,1:09.640,4,10.500,1:11.100
2,9.620,1:18.670,1,9.720,1:18.470,3,10.400,1:20.040,4,11.270,1:22.370
2,9.850,1:28.520,1,9.860,1:28.340,3,10.880,1:30.930,4,11.300,1:33.670
