Satoru TERAO POSITION,Satoru TERAO LAP TIME,Satoru TERAO ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Nikolay STANCHEV POSITION,Nikolay STANCHEV LAP TIME,Nikolay STANCHEV ELAPSED TIME,Andrey SMETANIN POSITION,Andrey SMETANIN LAP TIME,Andrey SMETANIN ELAPSED TIME
1,6.650,6.650,2,6.661,6.661,3,7.137,7.137,4,7.502,7.502
2,9.082,15.731,1,8.910,15.571,3,9.316,16.453,4,9.745,17.247
1,8.847,24.578,2,9.046,24.616,3,8.969,25.421,4,9.611,26.857
1,8.718,33.295,2,8.903,33.519,3,9.605,35.026,4,9.719,36.576
1,9.29,42.576,2,9.48,42.993,3,10.06,45.080,4,10.29,46.865
