Assel TAISHMANOVA POSITION,Assel TAISHMANOVA LAP TIME,Assel TAISHMANOVA ELAPSED TIME,Katie FABIAN POSITION,Katie FABIAN LAP TIME,Katie FABIAN ELAPSED TIME,HAN Soo Lim POSITION,HAN Soo Lim LAP TIME,HAN Soo Lim ELAPSED TIME,Yuliia BERESNEVA POSITION,Yuliia BERESNEVA LAP TIME,Yuliia BERESNEVA ELAPSED TIME,BINEY Maame POSITION,BINEY Maame LAP TIME,BINEY Maame ELAPSED TIME
3,14.15,14.15,5,14.37,14.37,2,14.02,14.02,1,13.92,13.92,4,14.26,14.26
3,11.37,25.52,5,11.42,25.79,2,11.40,25.42,1,11.42,25.34,4,11.42,25.68
3,11.72,37.24,5,11.68,37.47,2,11.74,37.16,1,11.70,37.04,4,11.70,37.38
4,11.56,48.80,5,11.52,48.99,2,11.46,48.62,1,11.51,48.55,3,11.36,48.74
4,9.86,58.66,5,10.56,59.55,1,9.74,58.36,2,9.97,58.52,2,9.78,58.52
4,9.60,1:08.26,5,11.41,1:10.96,1,9.52,1:07.88,3,9.64,1:08.16,2,9.47,1:07.99
4,9.72,1:17.98,5,11.85,1:22.81,1,9.64,1:17.52,3,9.62,1:17.78,2,9.66,1:17.65
4,9.99,1:27.97,5,11.95,1:34.76,1,9.71,1:27.23,3,9.80,1:27.58,2,9.79,1:27.44
4,11.15,1:39.12,5,12.24,1:47.00,1,9.97,1:37.20,3,10.25,1:37.83,2,10.24,1:37.68
